engine_id,cycle,setting_1,setting_2,setting_3,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,max_cycle,RUL,health_stage,health_percent,anomaly_label
1,1,42.0049,0.84,100.0,445.0,549.68,1343.43,1112.93,3.91,5.7,137.36,2211.86,8311.32,1.01,41.69,129.78,2387.99,8074.83,9.3335,0.02,330,2212,100.0,10.62,6.367,321,320,Healthy,99.69,0
1,2,20.002,0.7002,100.0,491.19,606.07,1477.61,1237.5,9.35,13.61,332.1,2323.66,8713.6,1.07,43.94,312.59,2387.73,8046.13,9.1913,0.02,361,2324,100.0,24.37,14.6552,321,319,Healthy,99.38,0
1,3,42.0038,0.8409,100.0,445.0,548.95,1343.12,1117.05,3.91,5.69,138.18,2211.92,8306.69,1.01,41.66,129.62,2387.97,8066.62,9.4007,0.02,329,2212,100.0,10.48,6.4213,321,318,Healthy,99.07,0
1,4,42.0,0.84,100.0,445.0,548.7,1341.24,1118.03,3.91,5.7,137.98,2211.88,8312.35,1.02,41.68,129.8,2388.02,8076.05,9.3369,0.02,328,2212,100.0,10.54,6.4176,321,317,Healthy,98.75,0
1,5,25.0063,0.6207,60.0,462.54,536.1,1255.23,1033.59,7.05,9.0,174.82,1915.22,7994.94,0.93,36.48,164.11,2028.08,7865.8,10.8366,0.02,305,1915,84.93,14.03,8.6754,321,316,Healthy,98.44,0
1,6,34.9996,0.84,100.0,449.44,554.77,1352.87,1117.01,5.48,7.97,193.82,2222.77,8340.0,1.02,41.44,181.9,2387.87,8054.1,9.3346,0.02,330,2223,100.0,14.91,8.9057,321,315,Healthy,98.13,0
1,7,0.0019,0.0001,100.0,518.67,641.83,1583.47,1393.89,14.62,21.58,552.45,2387.92,9050.5,1.3,46.94,520.48,2387.89,8127.92,8.396,0.03,391,2388,100.0,38.93,23.4578,321,314,Healthy,97.82,0
1,8,41.9981,0.84,100.0,445.0,549.05,1344.16,1110.77,3.91,5.69,137.13,2211.92,8307.28,1.01,41.6,129.65,2387.97,8075.99,9.3679,0.02,329,2212,100.0,10.55,6.2787,321,313,Healthy,97.51,0
1,9,42.0016,0.84,100.0,445.0,549.55,1342.85,1101.67,3.91,5.7,138.02,2211.9,8307.81,1.02,41.44,129.65,2388.0,8071.13,9.3384,0.02,328,2212,100.0,10.63,6.3055,321,312,Healthy,97.2,0
1,10,25.0019,0.6217,60.0,462.54,536.35,1251.91,1041.37,7.05,9.01,174.7,1915.23,8005.83,0.94,36.24,164.08,2028.13,7869.41,10.9141,0.02,305,1915,84.93,14.34,8.6119,321,311,Healthy,96.88,0
1,11,20.0016,0.7,100.0,491.19,606.88,1478.02,1233.07,9.35,13.61,333.22,2323.7,8709.62,1.07,43.86,312.96,2387.83,8050.06,9.1667,0.02,363,2324,100.0,24.63,14.6705,321,310,Healthy,96.57,0
1,12,34.9993,0.84,100.0,449.44,554.53,1365.99,1122.73,5.48,7.98,193.67,2222.78,8337.46,1.02,41.45,181.71,2387.86,8056.31,9.3041,0.02,332,2223,100.0,14.68,8.8752,321,309,Healthy,96.26,0
1,13,24.9986,0.62,60.0,462.54,536.32,1257.84,1040.87,7.05,9.01,174.53,1915.28,8000.07,0.94,36.42,163.67,2028.14,7865.15,10.8388,0.02,305,1915,84.93,14.41,8.6062,321,308,Healthy,95.95,0
1,14,20.0056,0.7008,100.0,491.19,607.32,1470.33,1242.41,9.35,13.61,333.71,2323.72,8714.35,1.07,43.92,313.3,2387.85,8051.34,9.2272,0.02,364,2324,100.0,24.3,14.7105,321,307,Healthy,95.64,0
1,15,25.0,0.62,60.0,462.54,536.12,1259.02,1037.54,7.05,9.01,174.83,1915.23,8004.94,0.94,36.43,163.43,2028.11,7863.73,10.9008,0.02,304,1915,84.93,14.27,8.5551,321,306,Healthy,95.33,0
1,16,20.0006,0.7012,100.0,491.19,606.15,1473.82,1246.43,9.35,13.61,333.02,2323.69,8716.98,1.07,43.84,312.96,2387.86,8050.95,9.1945,0.02,361,2324,100.0,24.54,14.6804,321,305,Healthy,95.02,0
1,17,9.9989,0.2506,100.0,489.05,603.8,1484.62,1293.36,10.52,15.46,392.76,2318.69,8764.12,1.26,44.94,369.56,2387.87,8122.63,8.6511,0.03,368,2319,100.0,28.45,17.1975,321,304,Healthy,94.7,0
1,18,42.0018,0.84,100.0,445.0,549.42,1344.69,1113.86,3.91,5.7,137.42,2211.94,8309.02,1.02,41.7,130.18,2387.98,8079.03,9.347,0.02,329,2212,100.0,10.62,6.3735,321,303,Healthy,94.39,0
1,19,20.0031,0.7,100.0,491.19,606.65,1472.33,1237.74,9.35,13.61,332.99,2323.67,8710.08,1.07,43.98,312.78,2387.8,8052.35,9.2416,0.02,363,2324,100.0,24.14,14.6014,321,302,Healthy,94.08,0
1,20,20.007,0.7014,100.0,491.19,606.46,1477.29,1235.14,9.35,13.61,333.53,2323.67,8713.63,1.07,43.98,313.34,2387.78,8053.73,9.1905,0.02,363,2324,100.0,24.37,14.6054,321,301,Healthy,93.77,0
1,21,0.0027,0.0011,100.0,518.67,641.66,1576.93,1397.94,14.62,21.58,550.98,2387.3,9033.57,1.3,47.14,519.21,2387.29,8122.18,8.3994,0.03,390,2388,100.0,38.89,23.2625,321,300,Healthy,93.46,0
1,22,20.0025,0.7,100.0,491.19,607.15,1472.73,1234.59,9.35,13.61,332.19,2323.69,8702.43,1.07,43.9,313.51,2387.78,8049.68,9.1926,0.02,363,2324,100.0,24.45,14.7575,321,299,Healthy,93.15,0
1,23,0.0002,0.0018,100.0,518.67,641.9,1578.1,1391.32,14.62,21.58,552.64,2387.93,9042.88,1.3,47.05,520.64,2387.93,8134.19,8.3989,0.03,390,2388,100.0,38.96,23.4185,321,298,Healthy,92.83,0
